GeneID	Tiefora_v_Ngousso_log2FoldChange	Ban_v_BanS_log2FoldChange	BanRe_v_BanS_log2FoldChange	Bak_v_Kisumu_log2FoldChange	VK7_v_Kisumu_log2FoldChange	Cameroon_v_Ngousso_log2FoldChange	Chad_v_Ngousso_log2FoldChange	Niger_v_Ngousso_log2FoldChange	Nigeria_v_Ngousso_log2FoldChange	Agboville_v_Mali_log2FoldChange	Agboville_v_Ngousso_log2FoldChange	Dabou_v_Mali_log2FoldChange	Dabou_v_Ngousso_log2FoldChange	Tiassale_v_Mali_log2FoldChange	Tiassale_v_Ngousso_log2FoldChange	Bouake_gamb_unexp_v_Kisumu_log2FoldChange	Bouake_colu_unexp_v_Ngousso_log2FoldChange	BusiaSurvivors_v_Kisumu_log2FoldChange	GeneName	GeneDescription
AGAP004102	0.006	0	0.308	0.857	0.487	0.939	0.018	0.282	0.534	0.605	0.548	0.017	0.372	0.003	0.207	0.347	0.029	0	""	""
AGAP008617	0.006	0.189	0	0.298	0.005	0.853	0.638	0.84	0.247	0.906	0.305	0.813	0.081	0.477	0.426	0.873	0.208	0.115	""	26S proteasome regulatory subunit N11 [Source:VB Community Annotation]
AGAP007848	0.006	0.25	0.014	0.316	0.543	0.137	0.003	0.01	0.028	0.92	0	0.168	0.009	0.88	0.003	0.945	0	0	""	""
AGAP006603	0.006	0.074	0.064	0	0	0.808	0.002	0.249	0.149	0.161	0.007	0.039	0.001	0	0	0.081	0	0.315	""	""
AGAP005889	0.006	0.363	0.751	0	0.003	0	0	0	0	0.517	0.191	0.75	0	0.969	0.003	0.007	0.505	0	""	""
AGAP008406	0.006	0.318	0.499	0.006	0.044	0.093	0.094	0.27	0.186	0.985	0.104	0.655	0.14	0.815	0.028	0.503	0.84	0.013	""	geranylgeranyl transferase type-1 subunit beta [Source:VB Community Annotation]
AGAP009511	0.006	0.003	0.815	0.001	0	0.117	0	0.124	0.403	0.051	0.853	0	0.281	0	0.163	0.246	0.011	0	""	E3 ubiquitin-protein ligase HECTD1 [Source:VB Community Annotation]
AGAP004619	0.006	0.12	0.705	0.116	0.96	0.656	0.409	0.14	0.21	0	0.34	0	0.266	0	0.118	0.007	0.657	0.258	""	""
AGAP003277	0.006	0.74	0.154	0.041	0.654	0.178	0.169	0.084	0.034	0.661	0.581	0.495	0.638	0.036	0.449	0.487	0.322	0	""	cathepsin D [Source:VB Community Annotation]
AGAP005285	0.006	0.184	0	0	0.701	0.75	0.916	0.41	0.217	0.012	0.52	0.001	0.74	0.018	0.895	0.407	0.916	0	""	""
AGAP001953	0.006	0.745	0.004	0.121	0.247	0	0.002	0.487	0.364	0.956	0.814	0.773	0.588	0.455	0.294	0.889	0.656	0.954	""	TBC1 domain family, member 10A [Source:VB Community Annotation]
AGAP011158	0.006	0.702	0.084	0.248	0.013	0.163	0.014	0	0.021	0.456	0.079	0.744	0.861	0.891	0.979	0.127	0.811	0.265	""	Kynurenine--oxoglutarate transaminase 3 isoform 1 [Source:VB Community Annotation]
AGAP012788	0.006	0.324	0.813	0.022	0	0.032	0.035	0.111	0.115							0.091		0.002	""	cytosolic Fe-S cluster assembly factor NUBP2 homolog [Source:VB Community Annotation]
AGAP002487	0.006	0.327	0.016	0.096	0.342	0.746	0.504	0.387	0.087	0.679	0.959	0.694	0.236	0.84	0.398	0.559	0.497	0	""	""
AGAP003490	0.006	0.663	0.005	0.034	0.356	0.051	0	0.001	0	0	0	0.019	0.112	0.135	0.586	0.475	0.82	0.09	""	alanine-glyoxylate aminotransferase [Source:VB Community Annotation]
AGAP007490	0.006	0.999	0.005	0.328	0	0.904	0.995	0.636	0.731	0.937	0.13	0.513	0.02	0.985	0.15	0.253	0.349	0	""	""
AGAP011402	0.006	0.786	0.989	0.003	0.713	0	0.159	0.106	0.019	0.027	0.01	0.017	0.003	0.134	0.059	0.366	0.002	0.044	""	sphingolipid delta-4 desaturase [Source:VB Community Annotation]
AGAP002654	0.006	0	0.342	0.517	0.638	0.382	0.074	0.567	0.813	0.05	0.004	0.011	0	0	0	0.061	0.071	0	""	""
AGAP004798	0.006	0.541	0.102	0.09	0.118	0.261	0.084	0.795	0.28	0.174	0.457	0.129	0.542	0.463	0.277	0.155	0.297	0.187	""	Coatomer protein complex, subunit beta 2 [Source:VB Community Annotation]
AGAP006262	0.006	0.099	0.942	0.742	0.523	0.874	0.667	0.379	0.423	0.867	0.037	0.685	0.135	0.257	0.517	0	0	0.483	""	""
AGAP006522	0.006	0.003	0.214	0.021	0.275	0.815	0.464	0.896	0.302	0.167	0.001	0.104	0	0.264	0.002	0.53	0.862	0.226	""	Copz1 protein [Source:VB Community Annotation]
AGAP012207	0.006	0.606	0.251	0	0	0.017	0.815	0.026	0.415	0.627	0.388	0.746	0.956	0.31	0.499	0	0.005	0.647	""	""
AGAP013258	0.006	0.482	0.038	0.047	0	0.82	0	0.003	0	0.887	0.359	0.378	0.894	0.007	0.147	0.706	0.91	0	""	""
AGAP009023	0.006	0.888	0.313	0.591	0.047	0.231	0.146	0.864	0.323	0.103	0.878	0.417	0.523	0.654	0.418	0.515	0.29	0.181	""	cytosolic Fe-S cluster assembly factor AGAP009023 [Source:VB Community Annotation]
AGAP011036	0.006	0.002	0.125	0.086	0.608	0.504	0.011	0.587	0.428	0.001	0.63	0.007	0.898	0.002	0.885	0.395	0.301	0	""	phosphatidylinositol-4-phosphate 3-kinase [Source:VB Community Annotation]
AGAP000281	0.006	0.795	0.057	0.503	0.057	0.415	0.202	0.847	0.908	0.276	0	0.326	0.001	0.233	0	0.217	0.256	0.382	""	""
AGAP001823	0.006	0	0	0.02	0.958	0.032	0.038	0	0	0.001	0	0.014	0.001	0.099	0.009	0.956	0	0	VATG	V-type H+-transporting ATPase subunit G [Source:VB Community Annotation]
AGAP007413	0.006	0	0.028	0	0	0.399	0.484	0.501	0.857	0.407	0	0.539	0	0.69	0	0	0.081	0.722	""	""
AGAP001061	0.006	0	0.13	0.641	0	0	0.007	0.041	0.088	0.582	0.176	0.558	0.32	0.719	0.172	0.134	0.632	0	""	""
AGAP009007	0.006	0.941	0	0.035	0.009	0.759	0.923	0.898	0.534	0.032	0.671	0.027	0.889	0.082	0.835	0.756	0.49	0.015	GPRNNB1	putative GPCR class b orphan receptor 1 [Source:VB Community Annotation]
AGAP002060	0.006	0.882	0.179	0	0.003	0.142	0.171	0	0	0.481	0.14	0.408	0.006	0.222	0.002	0.909	0.002	0	ABCH3	ATP-binding cassette transporter (ABC transporter) family H member 3 [Source:VB Community Annotation]
AGAP002664	0.006	0.214	0.128	0.868	0.745	0.909	0.768	0.939	0.811	0.751	0	0.515	0	0.336	0.001	0.991	0.001	0.053	Med27	Mediator of RNA polymerase II transcription subunit 27 [Source:UniProtKB/Swiss-Prot;Acc:Q7QCJ9]
AGAP003459	0.006	0.667	0.036	0	0.085	0	0.002	0	0	0.995	0.823	0.225	0.1	0.01	0.005	0.09	0	0.023	""	nuclear pore complex protein Nup93 [Source:VB Community Annotation]
AGAP007600	0.006	0.227	0.941	0.002	0.046	0.628	0.128	0.082	0	0.001	0	0.006	0.001	0.003	0.001	0.781	0.704	0	""	ubiquitin carboxyl-terminal hydrolase 31 [Source:VB Community Annotation]
AGAP012135	0.007	0.172	0.926	0	0	0.938	0.604	0.587	0.036	0.857	0.983	0.495	0.854	0.429	0.639	0.767	0.919	0.691	""	26S proteasome regulatory subunit N8 [Source:VB Community Annotation]
AGAP000484	0.007	0.737	0	0.976	0.364	0.605	0.944	0.489	0.445	0.906	0.144	0.747	0.293	0.998	0.163	0.242	0.705	0.034	""	homeobox protein Nkx-1 [Source:VB Community Annotation]
AGAP004900	0.007	0.062	0.001	0.102	0.393	0.094	0.649	0.339	0.472	0.172	0.411	0.257	0.5	0.575	0.866	0.151	0	0.048	""	trypsin type 4 [Source:VB Community Annotation]
AGAP005031	0.007	0.896	0.004	0.524	0.386	0.984	0.824	0.387	0.484	0.686	0.001	0.698	0	0.89	0	0.005	0.003	0.416	""	E3 SUMO-protein ligase PIAS2 [Source:VB Community Annotation]
AGAP006804	0.007	0.85	0.038	0.03	0.721	0.487	0.112	0.523	0.353	0.002	0.087	0.003	0.077	0.117	0.593	0.453	0.375	0.042	""	ribosome-recycling factor, mitochondrial precursor [Source:VB Community Annotation]
AGAP010640	0.007	0.952	0.792	0.938	0.373	0.033	0.001	0	0.003	0.753	0.002	0.233	0	0.445	0	0.064	0.186	0.781	""	""
AGAP002381	0.007	0.219	0	0.001	0.079	0.357	0.457	0.145	0.103	0.55	0.006	0.612	0.002	0.045	0	0.001	0.006	0	""	disintegrin and metalloproteinase domain-containing protein 17 [Source:VB Community Annotation]
AGAP001586	0.007	0.003	0.005	0.053	0	0.781	0.138	0.437	0.148	0.932	0.114	0.603	0.024	0.209	0.034	0.257	0.504	0.001	""	CUE domain-containing protein 2 [Source:VB Community Annotation]
AGAP009567	0.007	0.533	0.123	0.404	0.842	0.46	0.949	0.65	0.308	0.837	0.252	0.711	0.398	0.683	0.681	0.992	0.25	0	""	mitochondrial inner membrane protease ATP23 homolog [Source:VB Community Annotation]
AGAP000984	0.007	0.06	0	0.012	0.025	0.859	0.361	0.055	0.098	0	0.021	0	0.023	0	0.008	0.016	0.308	0.813	""	""
AGAP005223	0.007	0.28	0.002	0.949	0.325	0.621	0.861	0.219	0.359	0.606	0.384	0.039	0.824	0.067	0.982	0.014	0.862	0	""	""
AGAP002619	0.007	0.003	0.409	0.913	0.002	0.469	0.012	0	0	0.135	0	0.157	0.001	0.16	0.003	0.154	0.09	0	""	""
AGAP001640	0.007	0.941	0	0.003	0.031	0.218	0.612	0.382	0.256	0.004	0.419	0.057	0.705	0.004	0.305	0.025	0.364	0.949	""	""
AGAP006824	0.007	0.79	0.59	0.044	0.806	0.032	0.014	0.617	0.224	0.22	0.541	0.004	0.752	0.557	0.397	0.818	0.256	0.002	""	5-formyltetrahydrofolate cyclo-ligase [Source:UniProtKB/TrEMBL;Acc:Q7QIG0]
AGAP012044	0.007	0.226	0	0	0.954	0.569	0.824	0.798	0.772	0.118	0	0.744	0	0.559	0	0.096	0.004	0	""	tetratricopeptide repeat protein 4 [Source:VB Community Annotation]
AGAP001814	0.007	0.144	0.792	0.708	0.25	0.84	0.128	0.598	0.248	0.41	0.653	0.284	0.447	0.567	0.807	0	0.43	0	""	cytosolic carboxypeptidase 6 [Source:VB Community Annotation]
AGAP005800	0.007	0.214	0.019	0.139	0.953	0.648	0.824	0.075	0.085	0.631	0	0.925	0	0.804	0	0.58	0.024	0.523	""	DNA replication licensing factor MCM7 [Source:VB Community Annotation]
AGAP005724	0.007	0.011	0.431	0.093	0.001	0.49	0.667	0.757	0.701	0.771	0.89	0.448	0.845	0.615	0.964	0.053	0.006	0.255	""	lipoma HMGIC fusion partner-like protein 4 [Source:VB Community Annotation]
AGAP009083	0.007	0.731	0.202	0	0.01	0.968	0.121	0.785	0.437	0.001	0	0.001	0	0	0	0.388	0.17	0.001	""	""
AGAP002507	0.007	0.276	0.762	0.979	0.001	0.941	0.537	0.957	0.583	0.01	0.953	0.01	0.836	0.07	0.726	0.716	0.993	0.675	""	peroxisomal biogenesis factor 3 [Source:VB Community Annotation]
AGAP000183	0.007	0.004	0.013	0.801	0.258	0.033	0	0	0	0	0	0	0	0	0	0.622	0.031	0	""	""
AGAP028644	0.007	0.008	0	0	0.183	0.761	0.195	0.06	0.067	0	0.286	0	0.549	0	0.375	0.188	0.821	0.098	""	""
AGAP007402	0.007	0	0.925	0	0	0.396	0.029	0.034	0.313	0.661	0.029	0.884	0.048	0.581	0.023	0	0	0	""	""
AGAP001995	0.007	0.972	0	0.306	0.074	0.971	0.828	0.761	0.046	0.944	0.311	0.763	0.254	0.38	0.615	0.858	0.924	0.889	Prosalpha2	26S proteasome alpha 2 subunit [Source:VB Community Annotation]
AGAP004453	0.007	0.247		0.021	0.005	0.777	0.515	0.882	0.786		0.916	0.95	0.765			0.063	0.322	0.178	GPRDOP3	GPCR Dopamine Family 3 [Source:VB Community Annotation]
AGAP009675	0.007	0.289	0.382	0.617	0.132	0.381	0.362	0.099	0.122	0	0.016	0	0.021	0.009	0.202	0.633	0.102	0.525	""	sphingosine-1-phosphate phosphatase 1 [Source:VB Community Annotation]
AGAP012293	0.007	0.004	0.024	0.517	0	0.344	0.616	0.657	0.949	0.361	0.719	0.694	0.077	0.603	0.084	0.002	0.014	0	CYP9L3	cytochrome P450 [Source:VB Community Annotation]
AGAP004491	0.007	0.267	0.028	0.371	0.724	0.152	0.688	0.592	0.819	0.753	0.033	0.677	0.006	0.412	0.003	0.058	0	0.008	""	exonuclease 1 [Source:VB Community Annotation]
AGAP003684	0.007	0.98	0.994	0.572	0.636	0.805	0.475	0.66	0.444	0.869	0.157	0.846	0.172	0.542	0.59	0.448	0.107	0.677	""	Vesicular amine transporter 2 [Source:VB Community Annotation]
AGAP007978	0.007	0.561	0.01	0.256	0.656	0.34	0.836	0.278	0.72	0.192	0	0.029	0	0.032	0	0.022	0.52	0.647	""	histone-lysine N-methyltransferase SETDB [Source:VB Community Annotation]
AGAP008450	0.007	0.737	0.754	0.071	0.208	0.729	0.511	0.003	0.984	0.248	0.6	0	0.001			0.496	0.73	0	""	""
AGAP006963	0.007	0.001	0.147	0.037	0.012	0.268	0.088	0.192	0.761	0.031	0.328	0.067	0.617	0.303	0.958	0	0.068	0.825	""	mitochondrial carrier homolog 1 [Source:VB Community Annotation]
AGAP011520	0.007	0	0.016	0.767	0.251	0.008	0.467	0.073	0.01	0.049	0.001	0.019	0	0.001	0	0.782	0.777	0	""	""
AGAP001801	0.007	0.097	0.027	0.005	0.811	0.874	0.375	0.437	0.723	0.277	0.27	0.088	0.441	0.015	0.86	0.987	0.06	0	""	DTW domain-containing protein 2 [Source:VB Community Annotation]
AGAP012532	0.007	0.69	0.469	0	0	0.21	0.863		0.607	0.899	0.849	0.98	0.473	0.257	0.625	0.706	0.602	0	""	""
AGAP001960	0.007	0	0.093	0	0.144	0.81	0.564	0.505	0.482	0.503	0	0.071	0	0.772	0.001	0	0.003	0.054	""	""
AGAP005060	0.007	0.225	0.102	0.936	0.138	0.753	0.809	0.01	0.008	0	0.416	0	0.672	0.006	0.246	0.375	0.007	0.022	GPRNND2	putative GPCR class d orphan receptor 2 [Source:VB Community Annotation]
AGAP001352	0.007	0.51	0.21	0.765	0.153	0	0.558	0	0	0	0.049	0	0.129	0	0.647	0.187	0.352	0	""	""
AGAP004501	0.007	0	0.284	0.344	0.358	0.824	0.065	0.568		0	0.77	0	0.863	0.001	0.928	0.724	0.609	0.001	""	allantoicase [Source:VB Community Annotation]
AGAP008373	0.007	0.949	0.149	0	0	0.756	0.322	0.007	0.031	0.094	0.001	0.071	0.001	0.002	0.01	0.233	0.603	0.485	""	""
AGAP008294	0.007	0	0.028	0	0.007	0	0.297	0	0							0	0.003	0	TRYP3	trypsin 3 [Source:VB Community Annotation]
AGAP011701	0.007	0.002	0.888	0.945	0.62	0.357	0.947	0.178	0.066	0.093	0.024	0.015	0.002	0.029	0.008	0.169	0.025	0.68	""	predicted G-protein coupled receptor GPCR [Source:VB Community Annotation]
AGAP008926	0.007	0.961	0	0.959	0.062	0.001	0.04	0.995	0.004	0.31	0.257	0.245	0.153	0.309	0.261	0	0.51	0.345	""	shingomyelin synthase [Source:VB Community Annotation]
AGAP004593	0.007	0.006	0	0.148	0.459	0.936	0.036	0.6	0.374	0.086	0.07	0.093	0.047	0.004	0.006	0.676	0.78	0	""	EH domain-containing protein 1 [Source:VB Community Annotation]
AGAP003276	0.007	0.324	0	0	0.001	0.419	0.686	0.008	0.001	0.919	0.781	0.601	0.885	0.578	0.476	0.446	0.842	0	""	splicing factor, arginine/serine-rich 17 [Source:VB Community Annotation]
AGAP006614	0.007	0.235	0.049	0.013	0.572	0.45	0.74	0.088	0.01	0.242	0.538	0.54	0.93	0.432	0.761	0.126	0.892	0	""	transcription factor BTF3 homolog 4 [Source:VB Community Annotation]
AGAP004375	0.007	0.333	0.832	0.049	0.556	0.192	0.548	0.217	0.072	0.158	0.502	0.039	0.672	0.009	0.952	0.645	0	0.001	""	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 20 [Source:VB Community Annotation]
AGAP009189	0.008	0.238	0.023	0.339	0.541	0.065	0.186	0	0	0.006	0.177	0.01	0.125	0.016	0.111	0.414	0.821	0.178	""	""
AGAP003656	0.008	0	0.016	0.017	0	0.415	0.178	0.273	0.2	0.141	0.972	0.608	0.472	0.009	0.335	0.441	0.054	0.076	""	Terribly reduced optic lobes, isoform B [Source:VB Community Annotation]
AGAP012191	0.008	0.772	0.029	0	0	0.258	0.17	0	0	0.003	0	0.01	0	0.001	0	0.103	0.001	0.002	""	mitochondrial succinate dehydrogenase assembly factor 2 [Source:VB Community Annotation]
AGAP029057	0.008	0.487	0.053	0	0.002	0.999	0.593	0.903	0.603	0	0.001	0.051	0	0.003	0	0	0	0.356	""	""
AGAP006232	0.008	0.619	0.902	0.879	0.031	0.997	0.786	0.76	0.735	0.372	0.655	0.874	0.519	0.253	0.426	0.313	0.128	0.382	""	peroxin-14 [Source:VB Community Annotation]
AGAP010937	0.008	0.004	0.502	0.076	0.008	0.236	0.651	0.888	0.904	0.103	0.026	0.798	0.478	0.993	0.853	0.788	0.462	0.286	""	solute carrier family 31 (copper transporters), member 1 [Source:VB Community Annotation]
AGAP010894	0.008	0.263	0.001	0.388	0.836	0.021	0.016	0.344	0.002	0.784	0.992	0.832	0.998	0.787	0.927	0.066	0.013	0.107	""	signal recognition particle receptor subunit alpha [Source:VB Community Annotation]
AGAP003802	0.008	0.381	0.492	0	0	0.814	0.344	0.677	0.681	0.523	0.779	0.007	0.383	0.189	0.907	0.049	0.782	0.182	""	""
AGAP008237	0.008	0	0.034	0.255	0.207	0.073	0.101	0	0	0.004	0	0.059	0	0.011	0	0.136	0.146	0	""	putative G-protein coupled receptor GPCR [Source:VB Community Annotation]
AGAP006827	0.008	0.21	0.009	0	0	0	0	0	0	0.858	0.415	0.777	0.74	0.626	0.27	0.001	0.01	0.83	""	""
AGAP003387	0.008	0.703	0.071	0.283	0	0.476	0.173	0.003	0.142	0.286	0.002	0.502	0.003	0.633	0.003	0.114	0.319	0.034	""	""
AGAP007976	0.008	0.958	0.66	0	0	0.984	0.005	0.21	0.015	0	0.41	0	0.053	0	0.14	0.469	0	0	""	antennae-specific protein [Source:VB Community Annotation]
AGAP012345	0.008	0.145	0	0.778	0.904	0.939	0.739	0.887	0.846	0.087	0	0.053	0	0.066	0	0.19	0.023	0	""	POU domain transcription factor, class 6 [Source:VB Community Annotation]
AGAP010787	0.008	0.111	0.019	0	0.005	0.696	0.271	0.643	0.952	0.943	0.071	0.249	0	0.066	0	0.714	0.553	0	""	timeless [Source:VB Community Annotation]
AGAP000760	0.008	0.885	0.018	0.166	0.05	0.751	0.485	0.118	0.01	0.367	0.012	0.601	0.002	0.816	0	0.927	0.89	0.286	""	alkylated DNA repair protein alkB homolog 7 [Source:VB Community Annotation]
AGAP004863	0.008	0.163	0	0.002	0.733	0.623	0.068	0.091	0.002	0.826	0.064	0.525	0.015	0.315	0.008	0.208	0.951	0	""	transient receptor potential cation channel subfamily A member 1 [Source:VB Community Annotation]
AGAP009539	0.008	0.237	0.004	0.992	0.676	0.014	0.036	0.003	0	0.814	0.973	0.544	0.774	0.019	0.084	0.086	0.026	0.037	""	DNA-directed RNA polymerase I subunit RPA2 [Source:VB Community Annotation]
AGAP003000	0.008	0.759	0.153	0.077	0.089	0.879	0.739	0.023	0.012	0	0	0	0	0	0	0	0.003	0.374	""	MFS transporter, PCFT/HCP family, solute carrier family 46 (folate transporter [Source:VB Community Annotation]
AGAP002919	0.008	0.001	0.562	0	0.725	0.61	0	0.464	0.772	0.542	0.748	0.939	0.703	0.874	0.554	0.881	0.102	0.179	RpS6	40S ribosomal protein S6 [Source:VB Community Annotation]
AGAP007244	0.008	0.894	0.259	0	0.232	0.377	0.005	0.002	0.025	0.282	0.92	0.994	0.11	0.903	0.267	0.016	0.082	0.267	""	Ribosome biogenesis protein WDR12 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q7QJ33]
AGAP012028	0.008	0	0.001	0.013	0	0.343	0.254	0.069	0.017	0.296	0.33	0.364	0.472	0.062	0.899	0.562	0.923	0.987	""	copper chaperone [Source:VB Community Annotation]
AGAP002121	0.008	0.196	0.002	0.618	0.002	0.295	0.672	0.711	0.368	0.485	0	0.816	0	0.362	0	0.505	0.396	0.499	""	DNA-directed RNA polymerase II subunit RPB7 [Source:VB Community Annotation]
AGAP000102	0.008	0.556	0	0.017	0	0.999	0.049	0.584	0.406	0.018	0.785	0.01	0.983	0.038	0.869	0	0.818	0.399	""	alpha-1,6-mannosyltransferase [Source:VB Community Annotation]
AGAP010249	0.008	0.069	0	0.1	0.736	0.186	0.425	0.514	0.728	0.723	0	0.804	0	0.844	0	0	0.356	0.146	""	Cation chloride cotransporter [Source:VB Community Annotation]
AGAP003003	0.008	0.252	0.075	0	0.701	0.582	0.927	0.631	0.047	0.399	0	0.742	0	0.975	0	0.375	0.859	0	Aats-tyr	tyrosyl-tRNA synthetase [Source:VB Community Annotation]
AGAP008669	0.008	0.001	0.018	0.651	0.696	0.821	0.807	0.978	0.875	0.836	0.94	0.253	0.679	0.042	0.317	0.266	0.145	0	JTBR	jumping translocation breakpoint protein [Source:VB Community Annotation]
AGAP004592	0.008	0.333	0.522	0.696	0.663	0.247	0.606	0.068	0.098	0.992	0.954	0.399	0.361	0.747	0.82	0.787	0.248	0	""	splicing factor, arginine/serine-rich 4/5/6 [Source:VB Community Annotation]
AGAP002661	0.008	0.443	0.041	0.003	0.001	0.764	0.301	0.568	0.066	0.093	0.055	0.121	0.06	0.142	0.02	0.008	0.24	0	""	delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase [Source:VB Community Annotation]
AGAP002123	0.008	0.947	0.617	0.625	0.402	0.945	0.978	0.009	0.01	0.322	0.002	0.252	0.001	0.088	0	0.005	0.035	0.158	Axn	axin [Source:VB Community Annotation]
AGAP004905	0.008	0.474	0.215	0.981	0.186	0.885	0.155	0.993	0.206	0.703	0.095	0.908	0.041	0.903	0.09	0.054	0.015	0.242	""	""
AGAP011444	0.008	0.355	0.036	0.717	0	0.998	0.359	0.38	0.618	0.76	0.546	0.82	0.324	0.776	0.39	0.035	0.579	0	""	20S proteasome subunit beta 7 [Source:VB Community Annotation]
AGAP007974	0.008	0	0.545	0.259	0.567	0.766	0.777	0.435	0.251	0.094	0.711	0.165	0.984	0.116	0.761	0.257	0.296	0.028	drm	Protein drumstick [Source:UniProtKB/Swiss-Prot;Acc:Q7PN68]
AGAP000058	0.008	0.926	0	0.097	0.992	0.123	0.457	0.761	0.506	0.058	0.891	0.349	0.312	0.003	0.935	0.978	0.098	0.008	""	""
AGAP003554	0.008	0.337	0.002	0.007	0	0.706	0.005	0.891	0.868	0.034	0	0.005	0	0.005	0	0	0	0	""	""
AGAP006046	0.008	0	0.057	0.06	0.078	0.117	0.752	0.986	0.678	0.912	0.025	0.827	0.019	0.501	0.031	0.225	0.002	0	Med23	mediator of RNA polymerase II transcription subunit 23 [Source:VB Community Annotation]
AGAP001135	0.008	0.482	0.009	0.38	0.973	0.379	0.782	0.026	0.314	0.937	0.873	0.708	0.447	0.312	0.145	0.002	0.027	0.53	""	DNA replication licensing factor MCM3 [Source:VB Community Annotation]
AGAP004082	0.008	0.047	0.152	0.254	0.329	0.916	0.973	0.523	0.913	0.129	0.049	0.785	0	0.613	0	0.01	0.006	0	""	""
AGAP007175	0.008	0.842	0	0	0.001	0.372	0.535	0.217	0.749	0.499	0.744	0.694	0.73	0.286	0.042	0.854	0.023	0	""	Phosphatidate cytidylyltransferase [Source:UniProtKB/TrEMBL;Acc:Q7QJ08]
AGAP006468	0.008	0.838		0.248	0.073	0.19	0.006	0.031	0.005	0.486	0.077	0.988	0.001	0.356	0.052	0.005	0.025	0.377	""	""
AGAP004795	0.008	0.02	0	0.838	0.312	0.396	0.038	0.482	0.307	0.978	0	0.165	0	0.004	0	0.445	0.035	0.015	""	RNA polymerase II elongation factor ELL [Source:VB Community Annotation]
AGAP005376	0.008	0.992	0.183	0.629	0.995	0.883	0.826	0.247	0.683	0.432	0.094	0.828	0.007	0.276	0.087	0.033	0.981	0	""	""
AGAP004251	0.008	0.466	0.009	0.671	0	0.718	0.241	0.022	0	0.043	0.014	0.077	0.034	0.094	0.015	0.857	0.232	0.011	""	solute carrier family 20 (sodium-dependent phosphate transporter) [Source:VB Community Annotation]
AGAP004946	0.008	0.354	0.325	0.532	0.694	0.937	0.61	0.786	0.456	0	0.169	0.001	0.331	0.001	0.224	0.645	0.248	0	""	NCK-associated protein 1 [Source:VB Community Annotation]
AGAP006248	0.008	0.155	0	0	0.101	0.233	0.01	0.028	0.068	0.106	0.927	0.362	0.651	0.05	0.72	0.993	0.859	0.022	Med10	Mediator of RNA polymerase II transcription subunit 10 [Source:UniProtKB/Swiss-Prot;Acc:Q7Q5R5]
AGAP006074	0.008	0	0.237	0.052	0.165	0.31	0.079	0	0	0.454	0.964	0.102	0.476	0.008	0.125	0	0	0	Obp71	odorant-binding protein 71 [Source:VB Community Annotation]
AGAP004768	0.008	0.381	0.064	0	0.67	0.593	0.048	0.002	0.118	0.595	0.862	0.597	0.846	0.103	0.225	0.209	0.809	1	""	periodic tryptophan protein 1 [Source:VB Community Annotation]
AGAP002985	0.008	0.469	0	0.044	0	0.781	0.75	0.209	0.353	0.38	0	0.142	0	0	0	0.049	0.283	0	""	""
AGAP000724	0.008	0	0	0.002	0.014	0.91	0.881	0.551	0.314	0.768	0.599	0.741	0.84	0.719	0.566	0.041	0.002	0	""	""
AGAP028500	0.008	0.345		0.647	0.035			0.725			0.853					0.858	0.994	0.418	""	""
AGAP004416	0.008	0.97	0.891	0.823	0.001	0.096	0.034	0.313	0.081	0.95	0.449	0.832	0.559	0.939	0.47	0.442	0.004	0	""	dynein light chain 1, axonemal [Source:VB Community Annotation]
AGAP008335	0.008	0.107	0	0.119	0.002	0.482	0.966	0.222	0.215	0.07	0.004	0.018	0	0	0	0.041	0.006	0.191	""	solute carrier family 22 member 3 [Source:VB Community Annotation]
AGAP003623	0.008	0.525	0.142	0.213	0	0.01	0	0.005	0	0.608	0	0.834	0.025	0.519	0	0.838	0	0.021	""	long-chain acyl-CoA synthetase [Source:VB Community Annotation]
AGAP006161	0.008	0.15	0.201	0.34	0.27	0.971	0.091	0.056	0.425	0.487	0.04	0.646	0.087	0.345	0.073	0.486	0.661	0	""	suppressor of G2 allele of SKP1 [Source:VB Community Annotation]
AGAP006047	0.008	0.016	0.002	0.239	0.552	0.83	0.106	0.158	0.204	0	0	0	0	0	0	0.032	0.013	0.221	CYP4J9	cytochrome P450 [Source:VB Community Annotation]
AGAP009444	0.008	0.062	0.117	0.662	0.049	0.013	0.01	0.08	0.205	0.487	0.002	0.372	0	0.873	0	0.353	0.003	0.001	""	chromobox protein 5 [Source:VB Community Annotation]
AGAP008662	0.008	0.669	0.171	0	0.001	0.538	0.004	0.003	0.022	0.43	0.283	0.554	0.309	0.779	0.554	0.582	0.354	0.012	""	""
AGAP004076	0.008	0.72	0.043	0.225	0.365	0.327	0.258	0.75	0.875	0.089	0.805	0.179	0.664	0.046	0.841	0.902	0	0.083	""	""
AGAP005996	0.009	0	0.746	0	0.054	0.648	0.002	0.005	0.004	0.448	0.011	0.866	0	0.369	0.076	0.009	0.578	0.106	CPR21	cuticular protein RR-1 family 21 [Source:VB Community Annotation]
