GeneID	Tiefora_v_NG_log2FoldChange	Gou_v_Moz_log2FoldChange	Ban_v_BanS_log2FoldChange	BanRe_v_BanS_log2FoldChange	Bak_v_Kis_log2FoldChange	VK7_v_Kis_log2FoldChange	Cameroon_v_NG_log2FoldChange	Chad_v_NG_log2FoldChange	Niger_v_NG_log2FoldChange	Nigeria_v_NG_log2FoldChange	Agboville_v_Mali_log2FoldChange	Agboville_v_NG_log2FoldChange	Dabou_v_Mali_log2FoldChange	Dabou_v_NG_log2FoldChange	Tiassale_v_Mali_log2FoldChange	Tiassale_v_NG_log2FoldChange	Cam_fun_v_Fang_log2FoldChange	Fumoz_v_Fang_log2FoldChange	Ghana_fun_v_Fang_log2FoldChange	Malawi_fun_v_Fang_log2FoldChange	Uganda_fun_v_Fang_log2FoldChange	Asendabo_v_Moz_log2FoldChange	Chewaka_v_Moz_log2FoldChange	Tolay_v_Moz_log2FoldChange	Ethiopia_v_Dongola_log2FoldChange	Bouake_gamb_exp_v_Bouake_Ki_log2FoldChange	Bouake_gamb_unexp_v_Bouake_Ki_log2FoldChange	Bouake_col_exp_v_Bouake_Ng_log2FoldChange	Bouake_col_unexp_v_Bouake_Ng_log2FoldChange	ContTia_v_CDI_Ng_log2FoldChange	DeltTia_v_CDI_Ng_log2FoldChange	MalaTia_v_CDI_Ng_log2FoldChange	PiriTia_v_CDI_Ng_log2FoldChange	BusiaParental_v_Kisumu_log2FoldChange	BusiaSurvivors_v_Kisumu_log2FoldChange	GeneName	GeneDescription
AGAP002371	0.58	0.02	0.52	0.03	0.23	-0.12	0.13	-0.1	0.67	0.58	0.32	0.48	0.68	0.83	0.93	1.08	-0.06	-0.04	-0.17	-0.06	-0.14	-0.43	-0.25	-0.06	0.45	-0.34	0.15	0.17	0.08	0.61	0.92	0.97	1.08	-0.01	-0.14	""	""
AGAP009246	1.14	0.37	0.53	-0.66	-2.5	-0.06	-1.28	-2.19	-2.22	-2.63	-0.1	-0.43	-0.84	-1.17	-0.87	-1.19	0.2	1.09	-0.31	-0.15	-0.09	-0.65	-0.07	-0.94	-0.88	-0.32	-0.66	-0.96	-1.07	-1.23	-0.34	-0.84	-1.11	-2.37	-3.08	CYP4C27	cytochrome P450 [Source:VB Community Annotation]
AGAP007846	-1.18	-0.18	-0.28	1.43	-0.64	-0.75	0.03	0.32	0.61	1.26	0.63	-0.47	0.62	-0.48	0.74	-0.35	0.47	0.16	0.29	0.17	0.14	0.21	0.86	-0.15	0.53	-0.57	-0.63	-0.11	-0.35	-0.43	-1.16	-0.56	-0.02	0.21	1.26	""	""
AGAP007656	-1.52	2.38	0.64	0.59	0.83	-0.24	0.96	0.57	1.28	1.18	-0.99	-1.2	-0.31	-0.53	-0.38	-0.6	-0.54	-0.49	-0.88	-0.97	-0.98	2.42	2.64	2.75	-0.29	-0.02	-0.54	-0.23	0.57	1.99	0.45	1.68	2.05	-0.22	1.82	""	""
AGAP011109	0.51	-0.54	0.84	0.09	0.03	0.17	-0.24	-0.06	0.09	0.13	0.55	0.28	0.58	0.32	0.84	0.57	0.03	-0.71	-0.18	0.12	-0.17	0.47	0.18	0.51	0.27	-0.04	0.03	0.49	0.42	0.63	0.44	0.34	0.64	-0.52	-0.81	""	C2 domain-containing protein 3 [Source:VB Community Annotation]
AGAP007887	-0.78	-0.14	-0.27	1.31	-0.33	-0.07	-0.14	0.74	0.58	0.69	0.01	-0.85	-0.18	-1.04	-0.68	-1.54	0.64	0.46	0.5	0.32	0.43	1.02	0.61	1	-0.05	-0.34	-0.35	-0.05	-0.05	-0.26	-0.78	-0.4	-0.23	-0.16	0.95	""	""
AGAP012190	0.62	-0.39	-0.08	0.4	-0.24	-0.32	0	-0.14	-0.62	-0.45	-0.74	-1.08	-0.84	-1.19	-0.66	-1.01	0.38	0.73	-0.05	0.07	0.22	-0.02	-0.25	-0.17	-1.32	0.07	-0.21	0.21	-0.01	-1.4	-0.76	-1.21	-1.4	-0.39	-0.04	""	""
AGAP009535	-0.7	-0.92	-0.49	1.22	-0.18	-0.05	-0.04	-0.12	0.49	0.65	-0.33	-0.2	-0.73	-0.59	-0.8	-0.67	0.51	0.44	0.54	0.6	0.67	0.59	0.66	0.51	0.9	-0.15	-0.17	0.36	0.02	-0.49	-0.65	-0.27	-0.4	-0.4	0.71	""	""
AGAP006774	-0.56	-0.01	-0.03	1.02	0.03	0.23	0.06	0.02	0.73	0.9	0.53	0.17	0.57	0.2	0.47	0.09	0.35	0.48	0.32	0.41	0.28	0.85	0.5	0.53	0.05	-0.41	-0.05	-0.32	-0.29	-0.25	-0.78	-0.37	-0.37	-0.04	0.44	""	FCH and double SH3 domains protein 2 [Source:VB Community Annotation]
AGAP004746	0.61	0.62	0.27	-0.5	-0.18	0.08	0.03	-0.24	-0.35	-0.3	-0.09	0.56	0.15	0.8	-0.03	0.62	-0.69	-0.74	-0.62	-0.66	-0.75	0.07	-0.17	0.24	0.11	0.61	0.38	0.67	0.85	0.68	0.99	0.57	0.71	-0.22	-0.94	Thoc5	THO complex subunit 5 [Source:VB Community Annotation]
AGAP010826	1.37	-0.11	0.78	0.53	0.21	0.44	1.08	0.85	1.49	1.37	0.4	-0.41	2.72	1.89	1.31	0.49	0.6	0.19	0.38	0.67	0.77	-1.4	-0.98	-0.75	0.16	-0.24	0.9	1.68	1.55	1.82	2.05	1.36	1.9	-0.57	-0.32	CASPS13	short caspase 13 [Source:VB Community Annotation]
AGAP002724	-1.48	-0.64	0.36	0.14	0.17	0.04	-0.7	-0.67	-1.18	-1.01	0.07	0.55	0.08	0.56	0.21	0.68	-1.14	-0.51	-0.21	-1.23	-0.57	0	-0.68	0.35	-1.21	-0.47	0.29	0.64	-0.08	0.05	-0.08	-0.42	-0.91	-0.64	-1.05	""	""
AGAP001914	-0.46	-0.08	0.01	-0.23	0.4	0.53	-0.01	-0.12	-0.81	-0.49	0.11	0.09	0.13	0.09	0.01	-0.02	-0.21	-0.19	0.19	-0.01	0.03	-0.24	-0.25	0.19	-0.25	0.19	0.62	-0.12	-0.07	-0.23	-0.05	-0.67	-0.4	0.23	-0.11	""	cell division cycle protein 37 [Source:VB Community Annotation]
AGAP009945	-0.93	-0.11	-0.52	0.04	-0.47	0.01	-2.18	-1.83	-1.37	-1.7	0.17	-0.96	-0.18	-1.32	0.52	-0.62	0.36	-0.24	-0.05	-0.15	0.55	-0.91	-0.8	-0.75	-1.18	-0.2	-0.48	-1.29	-1.14	-2.27	-0.81	-1.71	-1.75	0.08	-0.39	""	dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [Source:VB Community Annotation]
AGAP012754	1.14	-0.26	1.18	-0.16	-2.65	-0.19	1.76	-0.09	0.3	-0.12	-0.38	0.18	-0.12	0.43	-0.29	0.27	-0.94	-0.75	-0.5	-0.62	-0.63	-0.67	-0.34	-0.62	0.36	-0.57	-0.43	-0.23	-0.73	-0.98	-0.85	-0.71	-1.26	-0.91	0.02	""	ubiquitin-conjugating enzyme E2 E1 [Source:VB Community Annotation]
AGAP009974	1.05	-1.87	-1.26	0.25	-0.92	0.28	1.34	0.63	1.12	1.75	-2.64	-1.15	-2.67	-1.19	-3.28	-1.79	-0.05	-0.12	-0.32	-0.11	0.57	-1.86	-1.37	-2.05	-0.04	-0.84	-0.72	-1.1	-0.14	-2.11	-1.13	-1.96	-1.85	0.81	0.4	AAPP	anopheline antiplatelet protein [Source:VB Community Annotation]
AGAP008201	-0.74	0.21	-0.31	0.8	-0.35	-0.29	-0.03	-0.06	0.44	0.76	-0.33	-0.34	-0.61	-0.63	-0.56	-0.57	0.73	0.68	0.51	0.48	0.33	1.16	0.96	0.73	0.9	-0.77	-0.78	-0.44	-0.09	-0.46	-1.37	-0.39	-0.29	0.16	1.3	""	potassium voltage-gated channel subfamily C member 1 isoform B [Source:VB Community Annotation]
AGAP001867	0.54	-0.57	0.71	0.28	-0.35	-0.13	-0.15	-0.53	-1.38	-1.12	0.26	-0.34	0.4	-0.21	0.32	-0.28	0.42	0.13	0.38	0.42	0.37	-0.29	-0.6	-0.43	-0.65	0.29	0.09	0.5	0.18	-0.76	0.15	-0.4	-0.67	-0.74	-0.96	""	mitogen-activated protein kinase kinase 7 [Source:VB Community Annotation]
AGAP003167	0.45	-0.28	0.67	-0.09	-0.08	-0.23	-0.14	-0.87	-0.76	-0.61	0.08	0.28	-0.31	-0.12	0.14	0.34	-0.15	-0.12	0.22	-0.02	0.05	0.48	0.55	0.26	-0.52	0.16	0.01	0.41	0.13	0.19	0.45	0.57	0.76	-0.63	-0.53	""	NAD(P) transhydrogenase [Source:VB Community Annotation]
AGAP000376	2.08	-2.75	1.09	0.18	4.17	4.36	-0.31	-1.68	-4.99	-2.2	3.05	1.75	3.2	1.9	2.43	1.13	0.61	0.6	1.08	0.75	0.82	-2.55	-1.03	-0.56	0.57	0.78	0.99	0.96	0.92	1.18	0.35	0.77	1.39	-0.15	-0.45	Tsf1	Transferrin [Source:UniProtKB/TrEMBL;Acc:Q7QF98]
AGAP029120	4.2	-0.62	1.82	1.26	0.96	0.73	0.09	0.37	1.03	0.04	-1.26	0.4	-1.14	0.52	-1.46	0.2	-0.36	0.46	-0.21	-0.27	-0.22	-0.21	0.49	-0.69	0.44	0.6	-0.04	1	1.24	0.9	1.63	1.68	1.68	-0.22	0.28	""	""
AGAP003844	0.76	0.06	0.55	-0.53	0.14	-0.52	-0.21	0.45	0.67	0.98	0.04	-1.23	0.25	-1.03	0.38	-0.9	0.56	0.46	0.5	0.62	0.47	-0.96	-0.62	-0.48	-0.7	-0.59	0.19	-0.89	-1.09	-1.03	-1.91	-1.48	-0.92	0.87	0.4	""	Class b basic helix-loop-helix protein [Source:VB Community Annotation]
AGAP004379	-2.01	-0.36	-0.17	-0.25	1.41	2.48	0.74	-0.09	-0.53	-0.95	-0.84	0.45	-0.35	0.93	-0.52	0.77	-0.44	-0.5	-0.43	-0.73	-0.58	1.44	0.97	1.19	-1.1	0.95	2.04	1.46	1.96	0.63	0.05	-0.77	-0.44	0.65	0.44	GSTD6	glutathione S-transferase delta class 6 [Source:VB Community Annotation]
AGAP001417	0.52	0.02	0.32	-0.79	-0.12	-0.02	0.54	-0.63	-0.82	-0.89	-0.17	-0.56	-0.09	-0.49	-0.13	-0.52	0.23	-0.56	0.79	-0.25	0.87	-0.78	-0.63	-0.88	-1.86	0.51	0.75	0.51	0.16	-1.5	-0.43	-1.42	-1.55	-0.35	-0.94	""	Brain protein 44-like protein [Source:VB Community Annotation]
AGAP003652	0.35	0.33	0.83	-0.02	0.27	0.05	-0.46	-0.8	-0.87	-1.05	-0.28	-0.12	-0.33	-0.18	-0.37	-0.21	0.23	0.08	0.8	0.36	0.53	0.05	-0.24	0.02	-0.15	0.26	0.15	0.07	0.02	-0.26	0.3	-0.3	-0.24	-0.54	-0.62	""	aldehyde dehydrogenase (NAD+) [Source:VB Community Annotation]
AGAP012168	-0.4	0.04	0.09	-0.1	0.1	-0.15	-0.21	-0.14	-0.02	-0.03	0.02	0.69	0.41	1.06	0.39	1.05	-0.6	1.3	-0.38	-0.37	-0.59	-1.08	-0.88	-0.52	-0.1	-0.25	-0.1	-0.25	0.07	0.9	1.02	0.78	1.03	-0.09	-0.3	""	Rho GDP-dissociation inhibitor [Source:VB Community Annotation]
AGAP007298	1.02	-0.62	0.56	-0.06	-0.13	-0.54	-0.07	-0.32	-0.16	0.12	0.45	-0.16	0.68	0.06	0.81	0.2	0.21	0.09	0.29	0.11	0.24	-0.96	-0.78	-0.69	-0.8	-0.47	0.24	0.1	-0.41	-0.01	0.31	-0.2	-0.05	-0.14	-0.68	""	""
AGAP009270	-1.15	0.11	-0.43	0.85	-0.55	-0.36	-0.54	0.7	0.94	1.07	0	-0.47	-0.11	-0.59	-0.59	-1.07	0.36	0.36	0.38	0.28	0.33	1.15	0.93	0.97	0.07	-1.08	-1.02	-0.79	-0.7	-0.74	-1.5	-0.65	-0.75	-0.1	0.96	""	""
AGAP005032	-0.4	-0.4	-0.05	0.97	-0.1	0.29	-0.35	-0.19	-0.35	-0.58	0.83	0.39	0.69	0.25	0.04	-0.41	0.12	0.2	0.42	0.26	0.33	-0.28	0.02	0.13	-0.33	-0.18	-0.13	0.29	0.37	0.3	0.44	0.23	0.72	-0.4	0.28	""	calnexin [Source:VB Community Annotation]
AGAP009441	0.3	-0.39	0.26	-0.25	-0.17	-0.05	0.22	0.11	-0.36	-0.34	-0.02	-0.18	0.06	-0.11	0.2	0.04	-0.2	-0.15	0.22	0.28	0.23	0.17	-0.06	0.18	-0.39	0.01	0.22	0.15	0.1	-0.34	0.21	-0.49	-0.32	-0.57	-0.58	""	elongation factor 2 [Source:VB Community Annotation]
AGAP002550	1.11	0.37	0.16	-0.82	-0.53	-1.32	0.13	0.85	1.74	2.69	-0.94	-1.42	-0.66	-1.15	-0.4	-0.9	0.41	0.12	0.41	0.13	0.07	-0.76	-0.58	-0.6	-0.78	-1.28	-0.68	-0.29	-0.3	0.04	-1.38	-0.25	0.19	1.28	1.2	""	""
AGAP005009	1.29	-1.51	0.24	-0.73	0.39	0.35	-1	-2.33	-2.85	-2.78	-0.02	0.64	0.46	1.12	-0.06	0.61	0.31	0.32	0.51	0.5	0.44	0.79	0.54	0.31	-1.43	1.21	0.99	1.72	0.38	-0.13	1.02	0.39	0.66	-1.04	-1.8	""	Pyrroline-5-carboxylate reductase [Source:UniProtKB/TrEMBL;Acc:Q7PPH9]
AGAP005490	-0.85	0.1	-0.2	1.2	-0.33	0.09	-0.3	0.28	0.52	0.95	-0.25	-0.15	-0.34	-0.25	-0.49	-0.39	0.75	0.44	0.72	0.46	0.48	1.34	1.02	1.43	0.2	-0.74	-0.54	-0.12	0.02	0.04	-0.78	-0.05	0.11	0.08	1.05	""	voltage-dependent calcium channel alpha-2/delta, invertebrate [Source:VB Community Annotation]
AGAP009118	-1.01	0.26	0.01	1.6	-0.67	-0.41	0.13	0.51	0.66	1.19	-0.15	-0.44	-0.24	-0.54	-0.52	-0.82	1.1	1.04	0.96	1	0.78	1.4	1.31	1.57	0.86	-0.71	-0.46	0.11	0.25	0.09	-0.92	-0.23	0.42	-0.92	0.24	""	chondroitin 4-sulfotransferase [Source:VB Community Annotation]
AGAP011093	-0.81	-0.01	-0.65	-0.21	-0.2	0	-0.69	-0.7	0.06	0.26	0.19	0.44	0.36	0.6	0.25	0.49	-0.06	-0.32	0.2	0.05	0.01	-0.01	-0.02	0.26	1.08	0.09	-0.18	-0.61	0.11	0.94	0.33	1.07	1.15	0.21	0.58	""	""
AGAP009648	1.49	-1.26	0.46	-0.9	-0.55	0.18	-0.51	-1.35	-1.18	-1.27	-1.03	-0.14	-1.04	-0.16	-0.86	0.03	0.5	1.15	1.02	0.58	0.98	0.37	-0.06	0	-1.26	0.33	0.37	0.11	-0.49	-1.72	-0.54	-0.95	-1.19	0.06	-0.66	""	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [Source:VB Community Annotation]
AGAP000028	-0.45	-0.36	-0.08	0.13	0.3	0.07	-0.23	-0.24	0.35	0.28	-0.17	1.03	0.29	1.48	0.39	1.58	0.45	0.38	0.27	0.4	0.25	0.39	0.02	0.45	0.24	0.69	0.64	0.19	0.6	0.92	0.24	0.95	1.12	-0.39	-0.42	""	calcium/calmodulin-dependent protein kinase (CaM kinase) II [Source:VB Community Annotation]
AGAP000237	-0.51	-0.47	-0.22	-0.02	-0.01	0.11	-0.45	-0.8	-0.61	-0.45	0.46	0.01	0.71	0.25	0.67	0.22	0.27	-0.07	0.11	0.24	0.01	0.28	0.5	0.67	-0.51	-0.28	0.22	-0.3	-0.12	-0.33	-0.88	-1.04	-0.78	0.28	0.19	""	cAMP response element-binding protein (CREB) [Source:VB Community Annotation]
AGAP001669	2.53	-1.41	2.6	2.18	1.31	0.19	4.26	3.84	3.39	4.17							-0.26	-0.3	-0.58	-0.49	-0.5	0.89	1.03	-0.08	1.68	-1.2	-0.51	3.82	4.36	2.36	3.24	2.79	2.85	0.12	1.5	CPR6	cuticular protein RR-2 family 6 [Source:VB Community Annotation]
AGAP002879	-0.42	-0.07	0.4	0.61	-0.44	-0.38	-0.18	0.05	-0.25	-0.23	0.05	-0.53	-0.08	-0.67	-0.22	-0.8	0.02	0.24	0.41	0.39	0.34	0.24	0.2	0.24	-1.04	-0.05	-0.2	-0.15	-0.35	-0.62	-0.75	-0.71	-0.45	-0.63	-0.39	""	cathepsin F [Source:VB Community Annotation]
AGAP007736	-0.78	0.11	-0.18	0.64	-0.52	-0.44	-0.23	0.13	0.11	0.26	0.48	-1.05	0.53	-1	0.48	-1.06	0.63	0.65	0.88	0.82	0.69	-0.45	-0.03	0.08	0.28	-1.08	-0.57	-0.65	-0.67	-0.73	-1.13	-0.91	-0.77	-0.21	0.44	""	""
AGAP013079	0.81	-0.91	0.39	-1	0.61	-0.84	-0.77	-1.28	-1.19	-1.16	1.57	1.58	1.22	1.23	1.63	1.64	0.82	0.74	1.11	1.14	1.18	-1.64	-0.35	-0.52	0.05	-0.55	1.15	0.04	-0.75	0.28	0.79	0.07	0.53	-1	-1.74	""	""
AGAP003140	-0.67	-0.35	0.11	0.49	-0.41	-0.4	-0.27	-0.18	0.1	0.3	0.5	-0.03	0.38	-0.15	0.46	-0.08	-0.58	-0.96	-0.78	0.27	-0.84	0.98	0.69	0.92	0.49	-0.08	-0.01	-0.15	-0.17	0.22	-0.03	-0.01	0.31	-0.42	-0.13	""	neurofibromin 1 [Source:VB Community Annotation]
AGAP005404	0.46	-0.15	0.35	0.11	0.06	0.18	0.01	-0.25	-0.16	-0.19	0.23	0.52	0.06	0.35	0.35	0.64	-0.32	-0.35	-0.29	-0.09	-0.13	-0.49	-0.35	-0.28	-0.27	-0.05	0.14	0.2	0.14	0.39	0.65	0.13	0.35	-0.01	-0.28	""	lectin, mannose-binding 1 [Source:VB Community Annotation]
AGAP001287	-0.31	-0.52	0.15	0.29	-0.11	-0.19	-0.06	0.03	0.41	0.57	0.05	0.06	-0.01	-0.01	0.02	0.02	0.3	0.2	0.21	0.2	-0.01	0.19	0.17	0.14	0.23	-0.11	-0.03	-0.01	-0.06	0.46	0.26	0.39	0.68	-0.19	-0.02	""	""
AGAP002110	-0.68	-0.43	-0.51	-0.15	-0.22	-0.39	-0.59	-1.05	-0.26	0.09	0.12	0.45	-0.23	0.09	0.28	0.59	0.43	0.11	0.24	0.07	0.02	0.45	0.44	0.36	0.4	0.12	0.52	-0.19	0.23	0.32	-0.45	0.11	0.45	0.13	0.48	""	cell division control protein 7 [Source:VB Community Annotation]
AGAP005175	0.75	-0.56	0.56	-0.52	0.03	-0.12	0	-1.24	-1.25	-0.77	-0.35	-0.31	-0.01	0.01	0.43	0.47	-0.33	-0.32	-0.28	-0.43	-0.28	0.36	-0.47	-0.18	-0.67	0.23	0.31	0.43	-0.05	-0.69	-0.1	-0.46	-0.29	0.11	-0.46	""	acetyl-CoA carboxylase / biotin carboxylase [Source:VB Community Annotation]
AGAP000842	-0.6	0.51	0.01	-0.24	-0.23	-0.21	-0.07	-0.17	-0.13	-0.13	-0.34	-0.6	-0.44	-0.7	-0.44	-0.7	-0.07	-0.03	-0.17	0.03	-0.13	0	0.03	-0.27	-0.07	-0.31	-0.36	-0.51	-0.57	-0.94	-0.6	-0.82	-1.03	-0.28	0.07	""	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 1 [Source:VB Community Annotation]
AGAP006680	0.64	-0.1	0.49	-0.09	0.57	0.45	0.48	0.44	0.68	0.54	-0.19	-0.01	-0.03	0.13	-0.22	-0.04	-0.19	-0.31	0.13	-0.05	0.01	0.36	-0.16	0.51	0.14	0.2	0.15	0.33	0.24	0.83	0.43	0.27	0.49	0.06	0.17	""	""
AGAP005173	-0.52	-0.04	-0.2	0.21	-0.33	-0.21	-0.46	-0.51	-0.27	0.01	0.72	1.24	0.79	1.3	0.76	1.28	-0.09	-0.14	-0.09	-0.11	-0.17	0.25	0.4	0.5	0	-0.24	-0.11	-0.13	-0.14	-0.3	-0.51	-0.23	-0.14	-0.21	-0.15	""	Px serine/threonine kinase [Source:VB Community Annotation]
AGAP004551	-0.59	-0.2	0.14	0.18	-0.83	-0.86	-0.63	-0.58	-0.92	-1.1	-0.72	-0.7	-1.25	-1.24	-1.48	-1.46	0.49	-0.22	0.14	0.38	0.23	-0.81	-0.77	-0.34	0.15	-0.56	-0.68	-0.07	-0.25	-1.07	-0.99	-0.86	-1.19	-0.13	0.18	""	gamma-interferon-inducible lysosomal thiol reductase [Source:VB Community Annotation]
AGAP006678	0.42	-0.22	0.82	0.04	0.69	0.34	-0.23	-0.69	-0.17	-0.02	0.7	0.37	0.75	0.41	0.9	0.56	-0.2	-0.36	-0.03	-0.09	-0.3	0.63	0.26	0.51	-0.15	0.14	0.28	0.15	0.12	-0.06	-0.5	-0.38	0	-0.07	-0.24	""	cyclin T [Source:VB Community Annotation]
AGAP011959	-0.89	-0.11	-0.22	0.05	-0.35	0.17	-0.48	-0.4	-0.2	-0.37	-0.13	0.4	-0.36	0.16	-0.16	0.37	0.11	0.25	-0.16	-0.26	-0.33	0.23	0.31	0.3	0.31	-0.35	-0.3	-0.41	0.07	0.04	-0.57	-0.26	0.04	0.25	0.66	king-tubby	Protein king tubby [Source:UniProtKB/Swiss-Prot;Acc:Q7PZK5]
AGAP008163	0.73	1.11	-0.37	-0.83	0.84	0.1	0.35	0.54	1.14	0.69	-1.07	0.42	-0.73	0.75	-0.69	0.8	-0.43	-0.98	-0.31	-0.45	-0.34	-0.22	-0.23	-0.06	0.87	0.49	0.69	0.14	0.33	1.08	1.72	0.96	0.98	1.15	1	""	U4/U6 small nuclear ribonucleoprotein SNU13 [Source:VB Community Annotation]
AGAP000500	0.48	0.06	0.07	-0.08	-0.02	-0.89	0.12	0.03	0.08	0.15	-0.43	-1.04	-0.31	-0.94	-0.14	-0.76	0.24	0.18	0.08	0.16	0.19	-0.52	-0.72	-0.47	-0.12	-0.65	-0.34	-0.06	-0.49	-1.2	-0.89	-1.44	-1.24	0.37	0.16	Cpr	NADPH cytochrome P450 reductase [Source:VB Community Annotation]
AGAP009921	0.93	0.06	0.26	-0.73	0.07	0.01	0.39	-0.19	0.21	0.13	0.72	1.4	0.87	1.53	1.32	1.99	-0.15	-0.09	-0.14	-0.13	-0.23	-0.54	-0.57	-0.44	0.42	0.69	0.95	0.62	0.86	1.6	2.08	1.43	1.77	-0.2	-0.55	""	importin subunit beta-1 [Source:VB Community Annotation]
AGAP000138	-1.31	-0.14	-0.43	1.6	-0.31	-0.37	-0.16	0.32	0.69	1.2	0.44	-0.15	0.1	-0.51	0.26	-0.35	0.49	0.35	0.29	0.27	0.09	1.18	0.87	1.2	0.14	-0.69	-0.49	-0.2	-0.2	0.19	-1.27	-0.24	0.16	-0.39	0.79	alpha4	nicotinic acetylcholine receptor subunit alpha 4 [Source:VB Community Annotation]
AGAP005789	0.71	0.19	0.49	-0.71	-0.12	0.18	0.31	0.14	0.35	0.16	0.34	0.35	0.19	0.19	0.32	0.33	-0.7	-0.6	-0.82	-0.73	-0.93	0.07	-0.25	0.33	0.67	-0.09	-0.15	0.15	0.29	0.53	1	0.7	0.8	-0.63	-1.16	""	""
AGAP000241	0.51	0.85	0.2	0.3	-0.3	-1.4	-1.07	-1.92	-0.66	-0.6	-0.11	0.46	0.16	0.72	0.72	1.29	-0.43	-0.66	-0.53	-0.58	-0.58	-0.07	0.28	0.03	-0.77	-1.38	-0.62	-0.7	-1.28	-1.98	-1.55	-1.79	-1.86	-0.29	-0.01	""	N-acetylglucosamine kinase [Source:VB Community Annotation]
AGAP009274	-0.71	0	-0.07	0.59	-0.22	-0.15	-0.08	-0.05	0.37	0.41	1.25	0.41	0.56	-0.28	0.84	-0.01	0.48	0.3	0.25	0.32	0.14	-0.25	-0.13	-0.3	0.19	-0.53	-0.64	-0.61	-0.68	-0.73	-1.13	-0.7	-0.37	-0.07	0.19	""	facilitated trehalose transporter Tret1-2 homolog [Source:VB Community Annotation]
AGAP013097	-0.73	1.43	-1.13	-1.23	-0.92	-1.47	-0.04	0.16	-0.11	0.12	-0.34	-0.95	-0.78	-1.39	-0.66	-1.28	0.88	0.56	0.81	1	0.96	0.12	0.07	0.15	-0.2	-1	-0.97	-0.52	-0.7	-1.8	-1.77	-2.16	-1.01	-2.18	-0.45	""	""
AGAP009531	-0.65	0.13	-0.09	0.89	-0.22	0.56	0.17	0.5	0.5	0.88	-0.45	-0.51	-0.48	-0.54	-1.01	-1.07	0.18	0.66	-0.01	0.37	-0.06	1.51	1.25	1.5	0.33	-0.62	-0.54	0.13	0.25	0.4	-0.37	0.38	0.5	0.02	0.76	""	""
AGAP000750	-0.96	-1.53	0.49	0.07	-0.81	1.07	-0.31	-0.99	-3.7	-3.83	0.36	1.73	-1.06	0.31	-1.84	-0.48	0.36	-0.09	-0.45	0.31	0.15	0.82	1.2	1.53	-0.37	0.38	1.11	-0.06	0.95	1.38	0.43	1.34	0.06	1.51	1.73	""	""
AGAP010228	0.82	-0.2	0.62	-0.21	-0.32	0.1	-0.24	-0.83	-1.03	-1.07	-0.3	-0.37	-0.19	-0.26	-0.1	-0.17	-0.17	-0.27	0.15	-0.1	0.02	-0.22	-0.13	-0.36	-0.25	0.59	0.87	1.03	0.65	0.23	0.72	0.29	0.58	-0.79	-1.29	""	3-methylcrotonyl-CoA carboxylase alpha subunit [Source:VB Community Annotation]
AGAP007061	0.83	-0.07	-0.31	0.77	-0.25	-0.85	0.41	0.19	0.83	0.81	-0.94	-0.89	-1.26	-1.21	-0.73	-0.68	0.95	0.65	0.68	0.96	1.2	0.1	-0.54	-0.19	-0.28	-0.37	-1.14	0.08	-0.24	-1.34	-1.14	-0.77	-0.76	-0.1	1.53	""	""
AGAP004400	-0.53	-0.11	-0.71	-0.92	-0.01	0.12	-0.02	0.16	-0.21	-0.19	-0.75	-1.37	-0.93	-1.55	-0.98	-1.61	0.23	0.17	0.47	0.63	0.75	-0.33	-0.44	-0.52	-1.26	-0.53	-0.17	-0.12	-0.9	-2.71	-1.88	-2.43	-2.88	0.26	0.48	""	""
AGAP001993	0.77	-0.2	0.36	-0.33	0.35	0.34	0	-0.85	0.39	0.38	0.42	2	0.89	2.45	0.63	2.19	0.1	0.02	0.17	0.22	-0.1	0.23	-0.05	0.04	0.15	0.78	0.87	0.78	1.03	2.63	2.76	3.03	3.4	-0.31	-0.21	""	RNA-binding protein Musashi [Source:VB Community Annotation]
AGAP006136	0.6	0.23	0.15	0.23	0.85	0.26	0.43	0.26	0.41	0.49	-0.33	-0.25	-0.17	-0.11	-0.29	-0.22	-0.2	0.2	-0.06	0.05	-0.16	-0.11	-0.72	-0.28	0.05	0.33	0.41	0.56	0.58	0.64	0.41	0.96	0.86	0.57	0.83	""	monocyte to macrophage differentiation factor 2 [Source:VB Community Annotation]
AGAP007763	-0.67	0.37	-0.26	0.19	-0.17	-0.07	0.12	0.18	0.43	0.68	0.11	-0.55	0.34	-0.33	0.1	-0.57	0.53	0.35	0.41	0.52	0.56	-0.72	0.13	-0.08	-0.39	-0.98	-0.11	-0.77	-0.62	-0.9	-1.36	-1.08	-1.28	0.39	0.89	""	""
AGAP000291	-0.46	0.04	0.16	-0.5	-0.03	0.01	-0.34	-0.68	-0.91	-1.02	-0.65	-1.02	-0.52	-0.9	-0.49	-0.87	0.12	0.03	0.03	0.14	0.01	0.05	0.44	0.18	-0.36	-0.34	-0.31	-0.31	-0.2	-0.69	-0.08	-1.08	-0.78	-0.48	-0.36	""	Translocase of inner mitochondrial membrane 44 homolog (yeast) [Source:VB Community Annotation]
